dsp_id	title	artists	isrc	usages	revenue
gXJwxcLToaNeJMMceXKxbxtlkQUlNm	road couple avoid	Troy Moore|Victoria Martinez|Angel Rogers|Mindy Hines|Sherri Moran	GWYZG1913322	964944	30.9
EnxHJpDRlqQGpOVIVmqOgpqOdgtaBl	phone seat with build	Adam Lindsey	BGQAW2043081	143557	17065080850579.0
ibBTJFxarZeUMVCfGHsxZwYonKdYHS	condition class	Andrew Hall|Erica Harris|Amber Hamilton		668349	0.36688896
myajXkwXXrxczgaajCkpkmDFlAyqBY	always second about	Amanda Morgan|Sophia Nguyen|Rhonda Frye|Calvin Price|Melissa Weber	SELBI5199955	57770	34734900.0
kxcrGecHHQHgXroYPAWwtVwUuZNiRX	stage career over	Anthony Brennan|Dr. Linda Lloyd|Tyler Wood|John Schultz	ILGVZ4095886	482538	176228269116132.0
ffgZmxNnmlTmMbcxvKAjUzgEFOuMPH	possible inside	Crystal Koch|Christine Collins|Kaitlyn Olson|Heather Kirk DVM	MVSTK9500557	972183	4698.776
PUmlkPeFQcfGfPhLaCOGZWXwavBbKI	own stay		SREMK9252065	266511	8430.788
MrkaWiFjCYFbgDKJqwDvIanmhVBJsz	white east gas	Christina Baker|Ryan Ibarra|Jaime Cruz|Brent Tucker|Jacqueline Anderson	HRYIF0067969	936742	67651469719.6688
YIMeYbKyMmsmLkrDQSUqQeDOrLhfSM	raise too idea	Donald Golden	LUQNC4134657	739462	444326200452766.0
AcZzqmOJTEjqKQHsQCjSQofKAgkonk	free build method television	Joseph Gibson|Thomas Walker|Brandon Calderon|Sharon Smith	HRYHJ4514688	266271	397.4549
TCcROeUFjzRNdDRAVHkBRhlMIVsBhR	benefit radio	Joseph Rich|Lisa White	BFKFW8596507	304587	1.952
ceCzfOdrSABwuVAXiTwUqIwwgDNEMv	individual series friend price	Antonio Horton|Douglas Blackwell|Susan Gonzalez|Timothy Carlson	CUUYB1910702	367802	75380725.44405
TMEfiCQPwdiqRWllZoLKUCedbkmjcL	chair rate property movie	Michael Thompson|Amy Ward|Natalie Alexander|Kayla Chen DDS|Mary Hoffman PhD	IDQNL4921196	310421	43099.73941499
uESrKxDvrHjRWNFPbWoFKgHJfQpHTx	nature she establish	Gary Welch|Matthew Haney|David Sanchez	BAKCF9959964	676180	21555484996.47
aADbXyztQZwKekiOUKXynBowcRPOTp	behavior seven soon large	Kevin Stanley|Kristopher Bates|Dennis Brooks	RWCDX9734104	8301	2986914437.47
BjrcPqLVAWiJUnNrOLGhPUtYrvRPWK	ready animal interesting yard	Jason Flores|Annette Zavala	FJIJO7144981	384575	54290860758.31
rjpwqigIMRFKbHlCMYyOYUQBrmcuwe	wish certainly number choose	Shawn Clarke|Patrick Rose	CAYWD2160554	504658	15.17
MkKabxHyphOsZEYtQawNHffbyjKTrV	of door	Ashley Williams|Stephanie Church|Jennifer Roach|Robert Castillo	NEKGO7442043	743457	2070843984.0
IKSzNrNYOYzUqzCLkGvmKDBtJIJCUC	might first hot	Mike Arnold	BTFOF8698996	667550	9611582708.7554
EELzRhxGNhSVkWGQxSsvvgXduvjZip	not town	Brian Baker|Christina Williams|Shannon Berry|Jeffrey Ortiz|Dr. Sarah Guzman	VUFMG1482328	335579	17.652
fwMZisOeXyRjACOPHrNmEYhewZWbho	kid oil why need	Bridget Armstrong|Tracy Barrett|Aaron Thompson	CFJFV5918335	427434	899659627172.19
dBWcAIZYNvJbZxXaCYXAIBzrsdOhsp	suggest which	Michelle Medina	ZAFLN3259279	846291	55688249.2729
SeIPCcpDHpbVypxSvuUjfkGIvxYZER	describe itself	Roberto Morales|Morgan Rangel|Laura Sloan	KNBLJ3762570	428163	
wPufCoNyBNJeanTYWxMOaRMVolhyAQ	push wish	Scott Barnett|Brian Padilla	SDOQG4326695	443505	28603.528916
PRcfRZiPuBuBUNLSwTQjwMKTgknezz	set fight	Kiara Foster|Lisa Brown	LAGPR1834898	251156	1.6316
GzvHbBCQJVVhWHknDVgSoRoExUOyqT	everything figure but	Keith Romero|Phillip Elliott	HNAFA2121170	218709	65224.8
mCsRrnHkpYPIAHtMawMtcRzRgLBoPd	article long Republican	Kim Smith|Jeffrey Weaver	MCTPP8879789	804463	2.30640677869516
TgfqkZdLeQDMlNNUYdehEXgMFZzCpS	old economy wife		NOFSF2960246	947364	14101578831.0
MMLeMrFEzqoFdyKgDyVfgYehDYqkwz	cause deep	Victoria Miller|Elizabeth Jackson|Jeffrey Fisher	FIDMP8725842	534758	185.77111954375
vaREUdtXmFOHNfQmJJjIUQcFWbeVVW	dog short	Heather Freeman	VNHZC6696881	15407	95495.4758
wvwByCRGQQPdeifwQfIbXDMkqxwXyp	more body	Tammy Roach|Brooke Burnett|Jason Peterson|Christine Marsh|Shannon White	AFUTB4643640	442163	341.73130841
lupKTqgKywFxZPfbJdhdZaYxsVKgsb	our deep	Samantha Griffin|John Yang|Christopher Miranda	KREXM3501663	134797	55227410533.6426
LlCuEtehczfbUdEvGyfmkOmFbqpKdW	just school everyone	Curtis Hubbard|Mark Anderson	JMSXQ4587249	24048	2080527151.635
vuoFyMaWoRdoGGJUBmvikbMmDoDDcj	write practice four	Timothy Schneider	SYKPI2507785	135903	84308350198082.6
SdGeZDtCQXLdexTxECEvEzEsrxaFKZ	apply ability response attack	William Brown|Brian Salinas|Sierra Johnson|Kenneth Parker|Ariana Payne	MANTT9879542	169704	404027747.681
ElPriAIHDBQKCHrNViiiJHzpYPxgvb	point organization	Samuel White|Bryce Alvarez|Robin Holmes|David Freeman	BIBIW5900740	618911	5937933004.523
vStKZNRadzHiPHzqXcKysoPLzNxWey	not choice special	Amy Roberts	KMZVE8948672	973597	3421393682.9898
ItFIVDtMCBCLwSsaERXsZKZlRdeSFt	dark trial each their	Thomas Wade|Jason Lee	SKHPX8304807	231991	7624606507540.9
PbOsYOfVbMUVODCUTgTCtuVZhIYnoV	mean reach involve	Jason Ochoa|Maureen Russell|Christopher Peterson|Susan Cole	VAWGX8852028	544414	78145519462.72
ImYRBnnsfOipbTnavmIwNCImkrLFaG	their argue southern many	Bradley Henderson|Sara Smith|Jessica Garcia|Willie Mcdowell|Mark Jensen	ATOJQ7299032	536874	687646397944.7
kwyCBoRtfIxxYadDGVnJoxnGfBeEDc	six as	Jessica Bennett|Steven Douglas|Adrian Welch|Bryan Miller	KMYKL0391075	997260	68.13341627286
kacWsObEhwMZfHRVnwenrjeClyzWVg	work certain	Deborah Diaz|Antonio Young|Paul Barker	CMWCO3945010	488286	961111752577442.0
qFHcrrRLYWZMjycKyXFbXWBmmOzGgu	these least most	John Leonard|Michael Morse	ADXLG1433708	524498	86140.0
GQXctTtXyiVWdQFTaavrAfJudlVZWA	century above trial	Joseph Sanchez|Kristen Gonzalez		527824	16.7714
LBoalVgbShvOYZaZDiqecmNrbBYFiq	type increase computer though	Alicia Stewart	NEEIF6696863	636107	44151.834
hWDsuheobqAnpeRGaHngpvoBrNDHqN	analysis air		TRRUE6422882	252515	974634129445478.0
ijsjckyvltUHaHYjOpHtKIsgntpQcS	loss once		UZQZR4752885	788955	6.0
wKJZZUVVZGklggHnbmEqoysCwxSghV	big why will		KNEPJ5188204	274677	15155657724585.0
dgSupHEUJSOVjIVtnRjfzHLWJBPnIz	become at easy	Tammy Hawkins|Christopher King|Tamara Adams	BGGCN5256174	302232	87895910265912.1
XYZhSBLbrvRxkzHsDjPrgUvhIcdtNn	second fly turn	Glenn Freeman|Daniel Porter|Virginia Spencer|Deborah Benitez	EGHOK0501457	528517	8443894.76
tPAtpMgfmQERfoCyybvvNAeDkLKsCg	lose meeting	Gail Yoder|Kevin Miller|Brittany Howard	PGOTU9625082	749984	9881.782
RCvziITNvfecxsQITKSapsdgTQncQL	stage among mother	Bobby Brown|Rhonda Morgan|Jennifer Stewart	LAEVI7157543	224263	9982502924449.3
zGcoZderIQGzkglhbxrGHLJKhJVSDn	true for quite	Suzanne Ingram|Kenneth Hill	PKCGE1063863	198330	683.50364
KMTZlXhzLrKwrTbSBUcIppQYEriFHn	chair focus foreign next	Thomas Jones|James Lewis|Robert Garcia	PKSKJ3748240	849807	16810.255816209
QYmJdlAoCfajlwzYnMRQtRvivGeixk	deep shake enter	Tina Moyer	COWSM0733032	797236	43026485.197
nKgdAGpcrHQjMVxKkqZwgoSSiPgfJC	turn suffer	John Barber|Mr. Dustin Ward|Kari Wright	ARUYG3448549	422430	23246238387.0
CukKGowfEOsotWbOlaeWCvxeQDJnGO	window ok police yard	Sharon Miller|Johnny Adkins|John Wright|Sharon Gregory|Scott Steele	STPRD0841742	944514	70.8835777348724
eZWYaRYjfqIkKCZiVDhSawowoFteOv	argue door	Diane Mckee|Diane Williams|Steven Wright	CZLTD4046928	597600	6946127346233.0
yaBikdBzmfiBzyfqRtaDNYpgqMHHdw	while discuss how involve	Patrick Serrano|Stephen Smith|Michael Wallace|Christopher Carr|Kellie Clark	SNHZR3507733	577107	217421299967673.0
AvocsYYftdGijIAqZxrJiaScFMoHWT	kitchen should thought city	Ann Willis|Jamie Dixon|Regina Allen	FIDYS3772477	991281	44124860461.635
jePHMizPXYSHmCNXYwaVwCWFfyAImI	recently force	Austin Villarreal|William Gonzalez	TTISB3613539	114168	5330.388
sHZSnMyfYcpVxPrjCDuaCsWzMddNPS	say return bad	Kimberly Wilson|Ricky Travis|Patrick George	RSEFE6173849	77494	44396422992736.0
aGyntpBIVHaeRxnTBbHnyqfMsLjtzJ	month trouble include	Ryan Giles|Alisha Johnson	CHLKT9827081	178414	879441266498.0
VmtYfbabQeTrrQsfoPiKuIrQtABTjI	important husband condition offer	Charles Taylor|Jacob Woods	AROZY0415773	40961	86112624892.6
CivSYVuJesfhONaWAZtPPAWRWOdqWt	animal almost maybe	Daniel Fox|Eric Bennett|Jorge Anderson|Madison Nixon	FRXVI8766196		
SABVOPyxsljLZoVgZZcvtnUOCOStdr	community sport	Benjamin Schmidt|Andrea Kramer|Mr. Jay Nunez|Robert Robles		723646	13.8000481
PniPmUIUJQmWnQtTeXXYwzkufDXfDz	our eight	Troy Fowler|Brandi Moore|Leah Baker	BWWEC6239685	489676	7709778.50341
DxqpNCtDFZcqkcMjUjiNwtzDlzWRaj	fear own room product	Ashley Evans|Kyle Gilbert|Gregory Coleman|Anna Berger|Jeremy Smith	NGIJR2729244	625242	1774.6199003246
BKImHwvOmoiLinzTDvNeYJmNgXNunf	wind adult left six	Robert Powell|Michelle Ford	VNBIF6446432	191724	282472.735738738
sdCgpXzbjekRIhuGnYVVwfYkYiEkXp	most finally community	Walter Estrada|Mary Lopez|Amber Ramirez	BSHIT5795431	741004	106747397527.52
rRRUuJXrCrcjyuEcxNzsCQbHpagVlV	spring own try find	Crystal Wong	DKCGH1585831	57696	4.223300584
tYAUeAgQCjjWssqXhFIgCVvJvqEJof	ten account foot	Vanessa Johnson|Andrew Bowers	LSYXY9941862	19653	72925918597.372
rhfGqpNAihxKndVCqKdBSVUbNdknHW	position book political		PKKGG4936435	872635	9702465.21531
IyBSgfyxwcDvzPCANTBxKGDtyTwXoy	democratic send guess study	Cynthia Harrison|Jessica Best	SAFSU3761252	420133	2414653921140.9
ESiHhRFkZJfaLsnuOWwewtYPvMscpi	establish fast our best	Robert Huffman	LBTAH6386324	762041	289004718.5886
uCyvYVlRnlukFBFBsDIKtFXfdfuvvF	forward I thought	Robert Tran|Beth Howell|Shane Campbell|Amanda Chang	DZPYP3498037	63555	92178762309.0
zhDVZJCPyTJtwEKrGSrkVPZvufPnSQ	job do everyone return	John Mason|Fernando Parker|Isabella Jenkins|William Cooper	ECSUQ4816500	279845	4.6832997
JHbInyQZoQSmPDCslBOHnuFtMDKHos	start politics me water	Philip Adams|Martin Simmons	DENUW1945103	280082	72148.64
KBzzvJTniJsZosdLCvTDkZmpHTzBXZ	speak early	Jennifer Fields|Dr. Casey Mccoy MD	BAEGY2043075	615020	520.33078
KhpBYBTROJVRtdsIQhIKugneSKDREx	system moment	Kyle Cooper	ETLAB7767264	932528	378928031538.1
GQTZGwUKGtsUMWSwELugMEkKcNUZcY	north throw method	Todd Powell|Natalie Campbell|Dana Lopez|Joseph Blackwell	WSOBN5493926	172659	3507846970448.46
LvKexDfRYsCETTxcsaEunQjMwrDZkY	mean somebody data	Glenn Chen|James Hunter|Kimberly Stephens|Sean Bartlett|Carolyn Turner	KNOLU3530707	870343	898559.25
jNitqskGRGbUHIciJkEaAtpbnpzwLw	material pull	Juan Hooper	ZWCXO6197061	567753	4992.77428832
OuIxPREVnczWSNMAEmulREyDyenJEv	between scientist start	Lori Walker|Randall Mays|Mark Hayes|Julie Leblanc|John Burns	DKBYM5141471	953995	11855258315119.6
hruxurMqXMRdjHoQRgvuHzXGplsgIQ	actually social already	Timothy Brown|Laura Levine|Mark Swanson	LKLMT5844060	408647	973522.938
vAlMoIbBwRMrtWTvLuCuFoQStKkmZM	stock physical born picture	Nancy Mitchell|Kendra Crosby|Thomas Johnson	ADELU2317177	451052	2530.224
AGwOtrMFcBsoSUsTOWwuIuqakxBqbe	yeah itself	Julie Hampton|Shawn Smith|Kenneth Williams|Paul Wright	YESJZ5138705	724665	0.1
RpLAmIDvEYbnntzVhZBpqLVOAioLpo	human tax hair must	Jonathon Young|Jose Mcgrath	SYTZL0073488	376401	6800923874508.0
HhOiuNtqhPzgCfWvoOAdhVJjgshyEM	result this leader itself	Bryan Rollins|Patrick Kramer	CFFCZ0408929	750478	368287.8276
LIVyzYEPZgnXZhpxfqZhCLBQDmKvPb	rich important us strategy	Richard King|Daniel Mckinney|Peter Murray|Rebecca Johnson	PEARM2510043	123560	5565278027161.0
FaEAJPIpFafbQXPtrIFMVJChQJYSOR	conference key senior	Michael Hartman|David Nicholson|Ebony Hamilton|Michael Wilson	LILKS8428095	183681	25582.0
LaoWrNrOCoasDkcAPFIEriMmlBAZDY	throw within practice	Matthew Reed	MUJFN7779444	284904	7079.2912645
exUjNQBkDmqJyzJDHCjlcWayPGNXYM	right participant cold	Vincent Austin|Amanda Hendricks|Amy Vargas	IQCMU0180431	468342	874976.674227
pHBgGpgrQjXzkuyJLWqVFFhMvrVwXW	without set record	Claire French|Mr. Joseph Valenzuela|Jessica Thompson|Samuel Rivera	GRKGN4957907	226476	622554.7
YnewgpHuoXVeWHZRnqYEIRYhyGnyGa	must somebody	Lisa Wood|Paul Payne|Nicole Rice		292266	890114597687868.0
GZppUygcjjvhbpCIEbPoqQfYaFAsqR	probably day candidate effort	Phillip Brown|Samantha Martin	GWTTP1888321	986117	3760.375115938
mcpOWJBRCNmVEremGnWYjRvBeiMGkK	among across young	Gabriel Ballard|Bruce Riley|Scott Robinson|Joshua Hernandez	TJSZS2318075	425559	5859256.95373513
WHPzYroHgwsDvdLKmSMjgcUbdNtjyS	center garden theory challenge	Tiffany Miller	ITOVN8701588	851420	794916107.4
iIDWEOvXbMSyfaSoSsBBVLrNzHvzDw	his authority	Christopher King|Katelyn Smith|Kevin Russell|Jeffrey Chen	PHSKW6295412	672337	36203295795.655
lflBIpfvNhaBGqNxfLEHGHZQbCeCDS	minute way	Beth Daniels|David Davis	KEIXZ4920723	564219	39651237493217.0
KlitUuCyPaBVrSibMRgyDeMYbOwkIa	station rate	Jamie Colon|Kathleen Warren|Danielle Wilson|Michael Krause	MLEMD9108055	789133	7371579864364.9
NFrAjLvUlvujNgaAwSKZTtoRWGNppP	simple certainly hour	Susan Gutierrez	EEVYP0851456	798794	705815057.8
IVJlxraQnXDTwMgrcaAgGZdVjdAFOI	just family	Albert Dunn|Michael Gilbert|Brendan Phillips|Rachel Cooper	ZMKQZ4575118	366240	694715792006197.0
prorxtsgazpbGRuHsDmIYVGcKrzTvR	suggest force	Hannah Morgan|Heather Graves|Laura Holmes|Mrs. Michelle Hernandez|Mrs. Gabriella Shaffer	CMRKT5848838	193423	972413250283110.0
OXrIBBLZfLcASeAvjlPNhoFvfyEjMA	common quickly	Tyler Thompson|Ashley Bates|Matthew Berry|Zachary Williams	EEASS5945923	754435	58650440.38
iOXJfyPBCKwvDQRXoRZcfnizhQNHwm	simple go world simply	Brian Mills	BIMGG1745146	930656	4.6378
EgDartjAGYbciYLqASSfxxaEZKosFu	floor beat	Nancy Cohen|Thomas Schmidt|Evelyn Harvey|Anna Ochoa|Brian Morales	LIRDE6075070	53302	6405627780.0
tTvIbFZhrgWxWwXjkvsbshVtdehMGz	product somebody tree	Phillip Mccann|Rebekah Brown	LAFBM6339434	967109	672178209968549.0
NVeJYvZonXtfHUAbMEOVrIJQljgrdy	respond over pattern put	Devin Perez|John Moore|Stephen Powell|Maria Oliver	TZZNE2386305	877702	34418787855.7344
MkTUlGbFfyAyJEEJzthWOXFpkBRWgO	soldier ready	Lisa Sullivan|Christy Green	LYVXX1111604	508209	50019130.692904
jigZcfDkRhVJUZzlAJCWaQKvOYdpSp	situation term different	Lisa Ayala|Jason Flores	SZOXV3681316	894116	97383.889
aVGaQPLQVyVQqaEloUarkRYUtPnTqA	break although yeah building	Yolanda Sanchez|Brianna Reyes	AEFCD7898886	548436	508387492609603.0
YRBdkoHjoQKdTqmXrdOIxnHrWtaIQA	machine film white detail	Jamie Bender|Matthew Simmons|Michael Boone|Monica Moss	IQQZY7847895	870419	128609028.7
IQVOaicaSCiyHNBdFEQitRSAPmeTZB	outside major minute various	Derek Hampton|Alexander Berg	CNBTS3606622	228892	750152920.8542
IUCNqwRNSJWLiGVbqrRhbtNZMkkBnI	other yeah word population	Debra Garcia|Michael Walters|Jeffery Lucas|Amanda Young|Lindsey Graves	BWNKF2575847	54465	29.70067167
mkxwSdqrmEXCSZSaqaIAyexrkKXTVW		Chelsea Kim|Casey Wolf|Laura Daniel|Vanessa Bell|Dr. Julie Lopez	NGHSE6386711	156205	2613666977207.23
NwtKQZHMHTRVkkShaRifcjXXoZQjJA	concern authority	Tyler Wu|Brandon Huber|Maria Clark	LUWQO9263707	196898	71980810267181.4
bmpvUroVAZViiLyXchnlWvSrKgDqCJ	various even large material	Daniel Wilson|John Powers|Jonathan Terrell	ZMJGM2130704	17206	46292.4823613
VbEaOWYAezDcTYTvMssGeesWWEUZPa	answer away subject	Ms. Nichole Sutton DDS	KGXDQ6303977	167600	169402847058.0
fHoRstZvfiFlQoLLLmFBdKkTJlFaCo	adult camera resource growth	Isaiah Hubbard|Casey Dunlap|Michael Nguyen|Kimberly Brown	ILCRQ3072322	921873	6.0
NKmUdqEzAWGERqbiFLmFpYpUXUBvAL	improve cost if term	Kevin Kelly|William Fowler		244591	524740941973.0
ejeWQhohObeFFbzonPRQYHzhWDOYJO	second join when	Benjamin Harris|Justin Garcia	CVXBK7582632	830984	298474488803.6
MpYjIHpdTSpRKrAawpXxCbzjflibrb	seat court girl	Debra Floyd|Sarah Bradshaw	SBCLI4596680	266113	36616152026.9928
QNukPYDoCOGLxxqaQbiXbaSvZylQyd	interesting surface bag	Jason Anderson	CGMMH2955789	167988	26312.5
jEqvbfehiFtdWiGxYmvxHDrYzIeCAD	door practice walk American	Cameron Cordova|Chelsea Fields	BZQNZ0564812	861569	81685321556530.0
SCvDImGRwmKFXurzjRwnnkVbKwNvzU	occur structure pull region	Christopher Lee	KGTXF2718659	276498	5.858546103
rYXXCcmSeGKpFdryKMgsUAweqPeHYu	hear economic	Vanessa Stark|Michael Bond|Andrea Small|Danielle Bell	LAWNL2533344	139457	51844007620.9897
BwnUoeIwrgFhAkRRHrmTNCDyuarMBh	list administration	Lori Frank|Joseph Manning|Jessica Fox|Caitlin Wilson|Dustin Perez		634975	1.980410504336
WkpdTFdtRYykiSfnNonYzHdREiZOAV	audience community	David Norman|Dr. Robert Drake|Angela White|Jennifer Crawford|Kyle Mullins		170947	10.7694
pxXNRxJrYIdrGaBxQfcpCBKZYFYFQs	prepare large body	Barbara Jones|Dawn Osborn	MVOBY6642504	360863	664637190221.7
fRXiojSqfXbWvCwWMYrCklHCJcRupc	he heart write also	Robin Young	NZIBA7730242	18877	620140600071.0
WxzUISxhfZNrEsFawqXeKQMupMInrq	small rich even	Melissa Scott|Susan Huynh|Ashley Aguirre	KPIIH9678456	556398	74384315.0
IbZZFFXvsJLksBQqDTwofbZRPbzEQK	result available	Sydney King|Carla Bennett|John Huff|Mackenzie Rivas	GAOVG4591023	302860	780462514238013.0
musRfwfvDoKnMbEdUSqKnqlyAEPdBX	pull order mean	John Adams|Joseph Johnson|Franklin Sanchez|Daniel Fisher	GDIPM1671066	413829	22057460452849.0
LjmmrCqqlIpJeEpozWxdfIthSuZnoN		Loretta Smith	NIZAR2352370	270891	1442080.0
wjkfIuyxtCdmZJGrQRiSVoxIoYvRET	above instead	Kevin Ray|Keith Brown	ZWZSS3937637	297097	57.24928977826
vQQetwQtBRUjkStOAPQAXGMSjAhEWG	American early	Karen Ruiz|Mrs. Kim Wheeler MD|Kimberly Thompson|Jeffery Cherry|Randall Mason	ARQTG7480631	444122	9.2527
MMlqxUUOciPMVHnoxftCRcNATmsXLv	follow see student	Andrea Hendrix	DJWMY3713780	889971	48783063084.37
xltyyMUSdbzwoaCrCDSVWWNvBFOxHn	natural develop	Courtney Davis	LBOYE0922981	761499	295.78
VnNBkewtBhjsppTWLcNdegbjHgPbtL	lose music	Justin Boyd|Sarah Cabrera|John Sharp	KNATU7457569	850876	2756.1
UKsfQgvmnyfvqeAPWRwWoMtlSDYwAg	fire price on crime	Jenna Williamson|Travis Gutierrez	CLMUV4277386	56457	45.657298313194
GdikfBWCzJQmBxbDOueyTKnBzWxTlB	Mrs color	Laura Morgan DVM|Cindy Joyce|Angela Williams|Elizabeth Wilson	GMNYJ4134641	429043	4758541.1
drYVEDqKYEtNUdwEPSuTpCUGoUFyNI	speak throughout	Jessica Smith	PHWYH8654154	61576	9912626.84
XThRKOenNwDryNMHPSubxeWRIWcQbW	Mr hear use second	Karina Andrade|Lisa Munoz|Stephanie Hernandez|William Moses	SBTES9506546	811172	2177.26
tRRHIenWxYutTifpjZiyRcFEfxLfRc	century common physical	Alex Taylor	GWNEJ7338079	885768	943129616081384.0
PNsfMffhKFwrSuVrFJBuNWmAVKjxmS	sister score	Janet Lang|Nicholas Arnold|David Mccoy|Jeremy Powell|Brian Blanchard		23763	155208193329.0
PVOfZxrdaQZmmeqUpaBgPMAqUKDifW	born step family		SLIBY0425141	381010	59.59741358902
YObbBnQYYNbhGGfBpHsNsDQFPDwupS	nice man speak	Michael Barr|Peter Garner|Deborah Gross	BDHXJ6296169	580998	295267012616304.0
QnBoXziXupNKkZcxgyyblriWyCKFZK	offer exist Democrat church	Melissa Johnson|Janet Hernandez|Christopher Huff|Amy Robinson	IEUFL8927984	581435	7949337608860.92
fgECwHivHYbATrNPqUTfAfpemmHWQN	pass what pretty	Diane Patterson|Brenda Hill|Jason Smith	ATQPH7172659	304117	1086.3990829869
RkHBOwZncqaOTYaidkNCTGLJvQdiKB	its use	Duane Watkins|Rachel Johnson	KHTAK2750167	305114	25087687706.9
YzYYnpfvanyOsRzPznAVDyWVKAiGpO	office production month page	Kevin Garcia|Robert Miller|Kristina Doyle|Joshua Davis DDS|Katelyn Ray	BIOLL2041708	283597	853307497261.1
TwmsxmCURRptzHOnOkdywqVCALNXAG	the test study	Nathan Hernandez|Lisa Sheppard|Michael Quinn	BJJDD7688201	532721	28.2251
FrivFvcqvfHAntHgGKmEyrntVgRDHt	view become story	Christopher Moore|Joshua Davis|Sarah Brown|Stephen Nelson|Holly Murphy	QABCG8359731	544098	257122523.7
seYdbCMPrsrnaJfEVjZJmIXObIPLLL	television wind stock	Jennifer Pearson	LIQSP0307970	92290	17743043208.9
JHFIrHidGdKWXMJgGNQncWuMoNlnHO		Julia Williams|Dustin Gonzalez	CLPRH6448592	180015	42.98
WcYBxERSzXkCiaCTWjszWIdSqjukom	pass room want		GWXRF9522281	231015	8508.6871012762
pTaXqeMTvqOTMKvVKNNaiiCYNUSNxY	water thousand back step	Darius Duncan		283249	58462340235.5
fiJMmIEnRbqaiFHZCPYrTDOuddiSkz	still baby	Stacie Bowers|Jason Anderson|Mercedes Edwards|Christina Lopez	CUKPB0012760	45462	69435468869.359
UkuYLhUZobiHXzKzyVwLTsePXIpnqf	face experience	Don Clements|Amy Hansen DVM|Nicholas Henderson|James Chavez	CGKIO1522265	921451	380699720454193.0
TmUhVeBvQBJtqMxRGYMDQGQYiTGaJn	art seem another	Michael Snyder|Kimberly Lucero|Gabriel Lopez|Laura Johnston	VUUXY6555541	773127	50523445.71
BNhEzQeLEoyenBlKVQVQVcpDPaNOPM	staff painting	Madison Mitchell	TMAGW6271513	391054	100563535558569.0
klbzeYQIFMBqYBKnmsWBiFiPWGSFms	next newspaper hear	Maria Martin	PGQOU8489903	960230	9822187.4
XCmWinBnhGPmMlSGlFdDDsERzPDdeh	test operation to	Hannah French|Jesse Mccoy|Lisa Smith|Kristopher Montoya	USUIB0105070	161057	268974906082.7
fcLwpeYILFtbrmbgCNdDzucfhYyNYw	enough seat president into	Miranda Cameron|Steven Chavez|Marilyn Mendez|Sandra Nolan	MGZVX7317782	876405	61727.59483645
HqGJNwGAzGVfOFukHsllKHsRVSorcL	speak way cover	Cody Martin|Theresa Bowers|Lucas Rodgers|Karen Collins	MZRIL3571271	10873	2163708232.96
jvxugxjXAARcMhcbLCRiFmFmgQafsi	hear goal	James Davis|Janet Day DVM	BBEDU3206997	877205	68206885204012.3
KdFogLgrWMpUoTaEDUVNLHzTTWvOXM	lawyer focus	Tyler Douglas|Susan White|Daniel Fisher|Sean Miller	BFJRS2833839	747469	1260.0
HwPItQXoimjceqVZjTVOUOMbJZoCNg	worker involve why		ILUTI8890426	828829	10.696482
xYNeZkvTGsvmKJqDWnPKUajFkuufqd	make admit	Terri White	SBOFD4808005	253549	958735221738.8
MyUdRqajtRXlTeCagOyVqRWWCCYDna		Stephanie Howell|Stacy Parker|Drew Knight|Diane Young|Julie Garcia	AGBNQ3086666	397326	1714810596.33085
UZHhSIKXvVxbDbvXvgiTZuAuEHJtNJ	stage choose red one	Angela Powell|Walter Scott|Donna Keith	VCREN4986058	320784	730187496081.0
MhaUlALOiaOHCIIEyEmTJgizsnzMnF	environmental add	Cody Copeland|Anthony Jones|Emily Carroll|Lee Villa|Juan Cummings	MUTFI5298084	945930	509221945.725231
BvgGlyNbziZFjIfLiaqAcoAyWCZheJ		Mrs. Stephanie Becker MD|Norma Bishop|Gary Gutierrez|Anna Hunter	WSENF6183247	916979	26491660.22
ItWWogFpsrldnmGVUCHqeKZkWKJSkA		Amy Sullivan|Mark Ruiz|Mrs. Lisa Holmes|Peggy Dougherty	LYKRA0239164	898958	9.72978
GyvvlwPrDOkvEMMthNQUwLBflAIPqj	quite smile	Daniel Davis|Jordan Lopez|Adrienne Harding|Margaret Roberts|William Watts	TVKQC9508377	436936	921256493006798.0
ocrBSeByDiOgpKKjQxOiISgHTwSzPS	around our near	Richard Manning|Tamara Villegas|Ryan Newton|Juan Pena|Heather Holder	ERCNH9617016	321270	29144.0
QiJofCrJccaRJXMilANGqaAdTEtKsN	firm month guy	James Rojas|Krista Maynard|Linda Parker|Anthony Gonzalez	NEJYY7372632	103277	7662536559216.0
VJOCBReaPQiCGCIeYtQOgUXHNhMlik	pull bag	Michael Kelly|Mitchell Jones|John Lamb		603496	743.55429
lEmOjaZBjoksTQbWuKucdRNidwWwkm		Tammy Marshall|Andre Martinez|Shane Harris|Calvin Anderson|Cody Boyer	TGLWY0385432	349522	80.54
NkkNmySrDuyhuIFkAASXUdrdxMydVM	teach reason image security	Thomas Young|Phyllis Wade	ILLNU2082854	607616	519902269563783.0
NUsxlRSlIjPDyRtgmMPceUCxpLRwZT	service travel	Antonio Hull|Kevin Dixon	LIFUG7577331	292972	50018748.394
TRLtaGWSBvBkYHXbqpDOKvxfyOXfkp	appear under forward order	Jennifer Henry|Christine Sanchez	SRPEK9804323	277084	0.5070628891957
