dsp_id	title	artists	isrc	usages	revenue
WelYffRTYydAYTewBhCsSMqACXbZLm	its fact	Andrew West|Meredith Barrett|Carla Greer	UZGNV3679420	171527	23052.5887482
MdekvEOPStCdbdKavdRXBPTIdkGVPI	realize fear school without	Jeffery Miller|Darlene Nixon	ROCHG5623575	815449	836752.653737
LBoalVgbShvOYZaZDiqecmNrbBYFiq	type increase computer though	Alicia Stewart	MLWRK5276960	636107	44151.834
GDVHfGqgxTqFujBXkNcxprrGmqWwVj	site hot product	Vanessa Burke|Sara Powers|Bianca Gomez|Shelby Rivera	TMWXN3439030	210035	9216035652645.0
rGdtYsWwBdkFdVfKXENgZNNvXbUOEG	answer practice senior	Michelle Clark|Matthew Jennings	UYOKW8618837	599187	672.1525442
GVYPOzcUyNSPFbGcUHeaAelOPeVDRr	show after goal	Rachel Brown	ILQCB8897874	604571	23937179072.722
TAnNEKZUlKJUPWRWgEspoNYBVoJjTL	try score	Theresa Chen MD	NLBNZ8093292	663051	6263835021399.9
ZdUGSXyLqaDyvjHIECbcRDiAHRfWGn		Rhonda Brandt|Patricia Frazier	TDMLX7522604	412730	634.6305503955
vQQetwQtBRUjkStOAPQAXGMSjAhEWG	American early	Karen Ruiz|Mrs. Kim Wheeler MD|Kimberly Thompson|Jeffery Cherry|Randall Mason	ARQTG7480631	444122	9.2527
EjIWzTSkOIdVjtknfESlzlbORGvJog	true measure provide bring	Keith Esparza|Amanda Jones	GDQRH4084661	818181	68572.0
NsCpxLumdtEjHRKMKJzlFGkHVPnVMr	while at far	Gregory Sherman	PLSXH4715078	811696	342748010.7309
oATAkWPZzjICYguPcaYCutIIzfGBtn	city those take music	Amy Ballard|Michael Cox|Jason Jensen|Christopher Martin|Barbara Ward	BEMVE8099320	150045	10572.541
aUPIRWUVNhLSgKctSMZogmRXGvqtMg	himself experience whose	Christopher Gross|Kathryn Clayton|Amanda Price|Samantha Scott	JOERB8407860	351859	10780049.2
IxRAhgSjLcObxZnkpoYNQxoDtVnUas	generation center	Christopher Freeman|Corey Rodriguez Jr.|Stuart Taylor|Kristie Gould|James Brooks	MHCWM6431981	518164	4.5102800331775
OIJiVsDrVMDgRucdBuaGaxusJDcGQq	special agree ground	Daniel Torres|Michael Morris|Mr. Kenneth Rodriguez|William Vaughan	FIWWB5285152	930303	785276631353.7
vZiWLMdMdgqdpZPNUbeJCMkXMRocgp	since involve behind financial	Dwayne Parker|Laura Walker		750875	6630.14
MCNXpkLTyjnJgvmVhNAKZWTVSiRCVA	film most	Renee Green|Shawna Peterson	CRKYO5004021	537064	472442253608.0
rMNqilHkKDYHMTWipFHjKBqaJnoCwH	interview site back	Alicia Martin|Paige King|Jeanne Roberts	IDMPT6095173	268303	16.15660774
BmLWLUBeuTLkMQbslrhrIyFnOSOZXz	catch dark national	Taylor Benson|Bianca Peterson	ZWGKU4084017	197566	49738461715527.0
IfEgWJTqCuTJeNkMLxUeUMljWZTdak	particular fund	Bobby Adams|Frederick Bernard|Sabrina Parsons|Edward Franklin|Anthony Meyer	TTNDJ4264578	405503	55361390480.0
NLhJjlbdTpDClJjCOolVutEGkTSHVN	former writer better	Mark Smith|Dr. Kevin Woods	GNLPI9094684	974224	600643147792302.0
dUjnKttCEkLTMoKphHinsnhZZWVTdd		Robert Greene|David Koch|Stephanie Carroll	PKVCA2661667	631581	1312.5968422512
MgvPHgrtEvxxVkTuxqPlzcAllBiOtC	plant away five sometimes	Manuel Campbell|Kristina Malone|Mrs. Kristen Harris DVM|John Estrada Jr.|Michael Rodriguez	SONDS5014525	336727	6295454.57
LujrXkjxFzvTygJnFSrqRUAZJBUvjo	water doctor just	Patrick Turner|Clifford Mayer|William Hernandez|Connor Lucas|Elizabeth Harrington	JOIZT7044223	30324	2511.28
JFGZUiWivNrMbhEjHphhEBVQtoCSik	customer movie	Patrick Brown|Patricia Johnson|Julie Bryant|Ronald Davila	ERYHP6488140	272769	999321705.7766
yLUCszrgmhLECpwtDntuPvqUNnfjKw	college from discussion network	Amy Powell|Melissa Cameron|Jennifer Carlson	BTNRF6562947	383814	8920.9863271
mFmIyBiwVLUviwGDNoUadbXYXuiAfX	employee among military	Mark Cherry|Johnny Knight	CIOFS6383446	53219	782462882034834.0
qVvehWfLEiVzDAfSkfNygxYRJzLMKz	question live trade fill	Nicholas Ortiz|Michael Cummings|John Harris DDS|Lisa Webb|Joseph Jones	AUKUQ0835406	780232	93371640091.391
AHWzcVESscewGXDByKXaQictNcqYIC	dog car forget	Alexis Navarro|Mark Allen|Crystal Lewis|Melinda Cannon|Courtney Anderson	MHTPJ7158570	99077	51.469641756
usqSJyQanfFLbTaRoLsDMSaDiidMne	population remember theory	Lori Gilbert|Daniel Fuentes|Susan Barker|Leslie Beck	LSKNK0447380	78236	8349034750.401
fHoRstZvfiFlQoLLLmFBdKkTJlFaCo	adult camera resource growth	Isaiah Hubbard|Casey Dunlap|Michael Nguyen|Kimberly Brown	ILCRQ3072322	921873	6.0
BPnqYkkBZLzJcmdLEySkAeJqvEIpPz	above science	Douglas Johnson|Mary Fernandez	SAYPE2525020	577110	5145.637
aarCyygoJrrLhMJXxLhEkPJPOzrkIv		Brianna Bailey|Meredith Jones	HUUHJ2764004	79953	609.74480077
xIVGkvDbGCKsjMVjXRdIApINtBJMLi	indeed feel language next	Teresa Bailey|Misty Harris|Shawn Holden	GDYYK8207355	891616	8903.5505
ZoUzddjxHwhOBQSNuDvlIQWYrhfDka	public protect		ALNIO4142276	941812	9537081965.35969
qsCyEEldOESVguGBWETYsaCEnKJedX	expert enjoy something main	Anita Henderson|Melissa Lara|Steve Kaiser|Erin Weiss	TTHUN5073243	529970	911686855997339.0
aFTUQJaZtHBUdyGKSbOydKBhlhnyZF	tree home him television	Michael Parks|Luis Soto|Heather Johnson	THMRY7636414	806993	117336.723057
QTDAkcJuYLtrxpbIGyScylywDKavxL	risk thought follow	Lindsay Nichols|Linda Stone|David Garcia|Susan Vega	KPKTN6103873	56471	802.117017278
bDXtWnZNmsSYgeFXvCOvyQSJTUmUsn	piece newspaper should	Regina Black|Zachary Gibson|Micheal Garcia|Candice George	MHUKJ0851473	565852	25362317863.3
uYgnMxhUkdNztHKNjgVfjMiZrSoUNC	officer top these little	Candace Martin|Lisa Gilbert|Brenda Garcia	PEDGU3746431	426134	10713985278.7
bAzSdTLyPEJiGjNrSREJurJhCFPmtY	heart ability throughout	David Shaffer|Monica White|Dawn Montoya	GYDRT4113860	857162	802498163365.0
tCqdgTzktclzvAKOInqSnOJMIxRAKN	ahead you recognize	Kathryn Nielsen|Stephen Smith Jr.|Vincent Calhoun|John Mason	KGGAB3964539	539314	998.617
NeZJDQfjwyhVvvIhRrAhOlBmejZQtP	close race interesting degree	Jordan Sherman|Kristie Lloyd	FRTLK3987717	263013	525620.35
ShgIpALUuqiAYseUSRkmgyDrGADVhr	appear history	Kathy Haynes	BZXOZ5214754	873917	613638364.82647
hukNUEdQmNvtdAOFVbfytRgSeCEJYp	choose line	Felicia Davidson|Marcus Anderson|Larry Johnson|Stephanie Lopez|Robert Robertson	GQCYE5158948	240481	268583.25597
HbwzUzrbkBwoXLkHHNZmazzobWgtjS	need force	Steven Robertson|Nicholas Luna|Austin Gray|Leslie Ferguson	LIJSQ7026242	589177	7154799313.0
QZTJVNzFmtdwxhoRiVOvodbqxjlSoi	serious remain detail provide	Victor Solis|Nathan Anderson|David Solomon|Lisa Davila	NOFDQ4249681	780149	27.936921389841
CryrNvLueRreQkVRHrzGHoLlQDJwmt	sister work cost	Anne Bean|Christopher Duran|Heidi Parks|Mr. Jeffrey Hicks MD|Joel Adams	OMNBJ5105597	830113	26685.44
BTRinlAoICQvOEyIMDmSPsxoqzLZnH	light stuff catch will	Angela Wright|Crystal Clarke	LVGIP3557569	918292	52145768.90567
iUuFTVfvvAZkkneXeeAfzRxOfbTBWZ	part party behavior	Ricky Patterson|Nancy Baker|Raymond Beck|Jody Ramirez|Patricia Castillo	MWSKB0744644	261384	88.827833918
CGeVLMvIwZkgxCpGCEtFhbTkSVuOTW	prove pull participant	Lacey Evans|Kenneth Rios|Barbara Harris|Jesus Johnson|Robyn Mcgee	MGHBZ8011816	491367	564.92801
SEEXHDemHUUQimGFhZofLpSuECfInJ	Republican million minute		KEACN3464854	961176	5051250.9
MPuaIbVBBSUDLMUzvXkgdVZewYMShL	add sing	Vincent Vasquez|Emily Johnson|Stephen Anderson	NENRK1422230	962074	157219543.2795
xCKXdAVypRwJBvzssjRvUvODFxLMaA	season accept	Cheryl Lowe|Elizabeth Vasquez|Wyatt Martinez|Joanne Collins	ALZXO9962634	353669	91953811.7835
YjLDwpPiFicWCPBMmVkeORptBoAxnQ	hope thought light	David Daniels|Juan Noble	LIDBB6520028	96977	87.3893534573684
YGqhcZFcSZpctyPtuYxsPULyPbPYYd	health democratic too	Bradley Smith|Amanda Franco|Amy Strickland|Bradley Williams|Melinda Allen	IQFEO0992017	920142	463024179.207631
SRTXzBSSzbwkXiQBWunfIQFnDwhesL	development why	Samuel Mendez	DKVAJ0527170	336149	50097316229.4
fnMrUWxhvnkmejpGZBtSrpHyMXLWJQ	plan better know cultural	Stuart Charles	GRDHU0460472	993334	3165.84
mzbqVafMhJrywvHxCbIJakCbRYLEJu	believe determine why fill	Ashlee Mills|Darren Nelson	HUIVF3596694	470248	648251261868826.0
nLJWlxYXkOBGcZubnsJjPDVEDeBXrT	discuss your skill	Angela Mendoza|Terri Payne|Michael Perez|Troy Sanchez|Aaron Anderson	SEHQR1129741	597424	9.991
tVtaibtfdorEGtWDboAdtWGkzvvVue	skin same behind argue	Abigail Huerta|Lorraine Hill|Katherine Johnson|Michael Anderson|Kara Carter	BIOCJ5498683	574280	852046850058046.0
eaSkOwJHmtlhggyyybbbZWzdZeRvro	me line blue service	Sara Munoz|Elizabeth Mccoy|Jennifer Smith	UARUC7056965	831200	33164633131425.1
FBoTcZDQOYPDqlGuyYCtuwcoKqAjEP	good blood future	Ryan Sandoval	VEKPG2008164	530783	4408.58079261
OjdSVxwLnQaDeTJvGlLeKLnIOQamet	whose day let miss	Megan Williams|Kevin Garza|Rhonda Hunt|Lori Wilson	CDUJJ8172205	806591	475837.92528
MMzKFPevLCPkmTmqQIRNGYJXWwQSMW	never argue order	Charles Acosta|Tara Alexander|Joseph Harris|John Cox	LCPDL5156085	198111	480701933.36384
YuHCbMvPEkgualqzipgTKmbAAWDAwa	attorney his follow learn	Hector Mays|Daniel Kirby|Sarah Chambers|Audrey Martin|David Davis	ATUSB4193926	751712	17.0
dQBpxeqpMqmOHKNggPnxIkiwKvErkc	think size story	Sonia Torres MD|Debbie Doyle|Raymond James	BJTED9238229	845803	91809712.2495969
DhjhuMfVRqbTRmjVJAAOcQPCIxYmPn	family single	Daniel Pitts|Omar Kennedy	MYNUZ4410811	458768	48463.336
CmdLZZmuqjJsqRtHAoamUbwihLaCDL	election play heart usually	Edward Robertson|Lori Hunter	BROXB3873616	256250	1111.463586037
ZpSfaeyLBomArKVjkGAydwCPLLMmSt	sea save	Elizabeth Stanley|Paul Durham|Michael Johnson|John Taylor	SCAPN2228543	489401	3183462407.18
mTMqgyVUVGHdZLygFFGtrjecqdPHIX		Joshua Jackson|Terry Alvarez	CZDKV6499221	450045	33254142574.988
dSnfemtcOqhsDcVWKyIfFiAcmWFCDo	expect animal best else	Peter Meyers	LBBOK5673924	447712	66488518.0
vXMvggSSprWHlvPiTupNKThnABWMNv	whose they door	Alexis Ballard|Travis Brown|Lisa Horton|Adam Hampton	GTCYF0290281	219295	9070693.0
GyleFcvTFKTataWeaTvCwikzNLhAYm	last take picture there	Melissa Miller|Natalie Short	MWUAJ8811643	978217	1571003.9
nCNexQUOIrkFSttoCkZUOFxFtuaYXo	base last fine door	Shane Murray	MCFQG8666252	103889	22.9860643
KFHAzqLzpVCREgQduVPjUGhyOaXgDc	issue age	Robert Holloway|Carolyn Aguilar		392291	4966122370.2247
ngNrGsdwkLoLNcDCiTTqsnQkBljcvx	memory seem international affect	Patrick Clayton|Veronica Branch		236259	62685254566.0
dTTpJBGuifJrucLzBMEHVHHXEzCOgC	people national support shoulder	Steven Price|Ethan Melendez	DJLFY9065857	398191	7303.1790869
PnTGXQNiXljVcXgMYQiWbEvRwTcYoS	option skill	Neil Hernandez|Brenda Coleman|Tara Warner|Sophia Ford|Mrs. Heather Silva MD	AFVSZ5433185	15182	70984367656.53
hhpWPjVJtrXgsZUefTFJemrTwgqbPj	investment real	Kelly Ellison|Kenneth May|Edwin Sanchez|Donna Peterson	LYARA7746835	221390	102215383922.5
rleGiXdWTuEgNAzcMcvDMpWVoClqcG	mouth season area	Mark Allen	GBJOH2483919	478499	7.229491696
KVsnSxckJFNGaQBRMIBWRamOBZBtlS	myself relate	Laura Kelley|Sherry Johnson|Michael Pena|Ryan Johnson|Robert Shepherd	ECQNR9401360	310851	841635.14360214
agOUxcvueltpClwOouiHsicNORrrNW	build brother outside American	Leah Wong|Jasmine House|Aaron Kelly|Brett Schmitt|Luke Hoffman	MUPZQ9563534	263176	668640606.25277
ibCLkzelNDNpQvEEcPNFtyKYmrVVHo	total scene life key	Lauren Gomez|Daniel Mcdowell|Rachel Mann	FILUS9997087	953185	959564030520.0
aXcwohGDjWPfuejAOfnFOYtCNczaGG	condition thought friend media	Annette Wells|Chelsea Burke|Anne Hill|Casey Saunders|Nicholas Lopez	ZAXCX8282684	519402	6859.4616
BVDxRgqdWtHQMlHETMtntDbutOGpzx	side time on	Katrina Mckinney|Victoria Burns|Michael Mack|Ariel Mitchell	VEUBB7419402	348866	25168638911.23
fabGUxPRckydbtNjHfnuuRzCJDoGWt	wind last course	Taylor Thompson|Robin Barnes|Alexander Davis|Amanda Holt|William Rose	CZTCK8059592	226168	208038849.159
KIFRGkIexHeqqSXWxqFUHKilekEnyJ	pick quite	Andrew Jimenez|Emily Green	LKBLO8124633	311729	19612143692.0
rYjlZroiIfqaExBdJPIWCMcrjpaQOz	police anything away	Amanda Ball|Brenda Saunders	INFBS5810928	861019	44596.7
ibBTkJpMPUPvJMZaNzqIbixaEDJpYR	respond ahead while	Anthony Torres|Brett Williams|Jacqueline Parker|Patricia Bishop|Leonard Lynch	ILLNS0219170	472167	965013322274.0
cpXtcyPNexDSNnqhTAOKHVFQjCmFRt	thought so long	Mariah Hall|Judy Ferguson		301459	0.46
BmDgSqffRdivNREKBlwPYARNDlDxCh	feel pick century husband	Christopher Reyes|Jessica Bailey	GWKLI4329024	167720	47954619018.903
SmBxDVWEWwfoYEJtTjuutZMxUuNKhF	suffer former thank while	Bradley Reid|Kelly Mitchell|Michael York|Scott Wallace|Charles Porter	SBIKA8973547	988753	25227505.175
gPFYhQeiSWHjZCaVEbabWHZxyZnfDn	significant phone car war	Tiffany Cummings|Kevin Hunter|Kelly Koch|Bridget Dickerson|Suzanne Villegas	DKRTZ3395986	646372	799091803377459.0
vhuhrfAjVpzHmgFgOAsTZcwOgDnGoZ		Scott Smith|Joshua Scott|Anne Wallace|Charles Simon	LTEPS8449391	413435	522542.32
DeDmdzrrfHmGVoXWSGkQAYUOSQZejV	law but two	Vanessa Macias|Gloria Gilbert|Joe Turner|Kendra Baldwin|Veronica Perez	CUHQV0734743	61861	7796.246271
NnjtuofBWjqVVxVOsUztcCgHdayJxz	member military	Sean Webster|Michael Young|Michael Lopez|Julie Brown|Jessica Sanders	AOWQX6523904	54210	8223391.422973
yKmjXYttSwClAtpJnGUokBzKEoTphz	situation skin she budget	Jennifer Burch|Virginia Leonard	MTMER4035761	369369	36107611.168823
baPMvUhUXeFJUBpGWPdwBYHPYanveX	marriage their	David Romero|Lindsay Vega|Jasmine Wade|Samuel Mckee	VECNP3709795	376426	20140049989.3504
rsLmUcLMNAEbOPMGifatwwIpffZvGP	same have responsibility	Brenda Jones	WSTXO3787755	864760	1304402765.29901
OghLODujOdzshEWUkzJCeCdhBDsPhQ	current there	Donna Mitchell|Micheal Rangel|Margaret Lopez|Troy Smith|Karen Brock	LYWHG8186054	804753	1527.59
AiLeYsQNdyDpbnvXPYAtmsGDRuNTKV		Joseph Cummings|Henry Rose	CHEED8636331	642718	9.496290172536
wRsDMGGJaPdxyZAqzMukVzGryGnjEY	civil modern	Crystal Pace|Daniel Taylor|Joseph Gonzales|Cassie Turner|Eric Herman	GBJAG0730944	816649	298284710.0
ibDKwqhrygVGaHZYozXBEjxkWwsLBw	project ago military	Raymond Cox|Tasha Watts|Megan Rowe|Deanna Fischer|Jenna Frey	SMNJB0957077	305223	9490594.493
hFwiZewBAydjyyqLjxkZzGxhmZFBeb	body next	Alejandro Randolph|Marcia Bridges|Michele Williams|Daniel Prince	SNZIK9167672	826341	9421709703.469
lCKUjDotvHKecliebtgWnlItdhNZvb	occur add action relate	Derek Smith	LAZZX0370675	201924	74124.1
AWroWQKsMvaFCwiGeucwtsQmmVKOiz	mouth finish	Monica Gibson	WSJOW6704270	252973	652789301.5
AdeIfqDVbqHIRAOxlSUIRdRaFWYwwV	tax understand	Angel Arroyo|Katherine Thompson PhD	COYMB0142501	656390	8.58888
JomAzmIsUffrXCHNQZAkGurteMBFoL	detail audience thus	Nicholas Parker	THWAL3975565	354159	38456.41
ONnAuvbAPJCdWUkOCVkoNtUcrzzCZK	oil focus garden	Elizabeth Lyons|Vickie Jones	DKETD5576325	88837	63656546.3784
KPdOtqtsOBTDRaHBCpuCSbkiRcdVRD	ten effort discover	Nathan Wood	PWYIS5579425	710394	0.25805078
gvMnvpjHbfGljpKKOuvypNTOgsjJrr	security amount themselves under	Ronald Cook|Jill Johnson|Wanda Gomez|Ashley Salazar MD|Ernest Shelton	CZMQW2806543	700561	9556675062137.7
zVfdUSfFtHnqdDGNNVvDSBatBkGjiu	option summer certain	Louis Mason|Carrie Guzman|Heather Smith	ZAXIW6858415	331492	48243413.9228
FHFsoYYaBSwrTNTjNkwritHzsZXJAH	color eat hold	Frederick Graham PhD|Travis Williams	THJJV9472609	450445	96659636883.4153
NZtRrzhkxxHhAMmnGqFqdTjnIaKgCK	natural century	David Patterson|Jennifer Garcia|Sean Clements|James Mcgrath	DOMQK9366499	296819	999348690672.0
XKyzAxCtdxDwrDAqGKTZnnygfxGiSw	shoulder series real	Charles Tran|Alexander Roberts|Allen Joyce|Melinda Brown	MDSEO1152501	408421	698995660188.4
XBHFZGEHbQaEhhjscUtJacrRdQprsn	cover blue society partner	Andrea Stark|Courtney Mckenzie|Keith Evans|Donald Henry	JOFSD5107386	314097	559.0
EIPqJvVhGSscicYtqSTZJrsvhADNRc	course ask process	Tara Barry|Denise Johnson|Charles Glenn|Kimberly Goodman	NAQJH8903314	531378	1115723224.113
bwHhHYzhgXDDLSdctjJHmIYSDUWBdV	imagine physical	Mia Guerrero|Brendan Beasley|Brandon Johnson	PECKQ1162699	266301	55997.668
aOnteQoaHtYIcHIphIryTRYKoqeYTa	face sort performance west	Jackie Grant|Michelle Miller|William Johnson|Nicole Lee	ZMGDH1525945	481829	693980860897.264
gYNBAfITNSEkeWvqxFGorsjyvAJJFt	somebody attack doctor	Jose Stewart|Matthew Romero|Andrea Ellis	DEEKH7425282	635827	13636699522.6
BGdxCENhIQtozmWmzEnRHKzsmiaRzZ	sing bar unit	Mrs. Kristy Haney DDS	LCZKT8002182	617670	5.410428317402
nuUtAXKgFCOpDWRQSonZiAaiYIDgkN	international help	Cody Wright|Eric Davidson	MWRSS9879675	911061	67174891959665.0
wslXYCaFtOffRLnPRcglJmoKTqxyxj	gas store case show	Justin Graham|Mrs. Brittany Wood MD|Jared Burns	TNYZV4400853	270494	193846.885197522
mgFvrklubAJCkIkbHhvdYjRmprbbmC	through office free	Eric Villarreal|Laura Cortez|Edgar Collins	BYKMM5180377	636922	48.3353582
JzdFYJsyBghCMZuvEYIjoGfvKgFhcW	indeed light onto project		LSLPJ0175809	983511	792914871.0
fBqUBiODKTkjPDbEJuRAposzSlkyIz	sea seven specific	Susan Lloyd|Maria Duncan MD	VAXKF3216545	660186	1253.804095027
sxZRVYYdNeTisXiCXgYvooycXGFpre	anyone final but	Christina Morgan	BIJXG5180850	795089	22385511.5212
iLPMlBlmPtwRynAMjOTPbKNgApihGd	pretty room foot star	Peter May|Victoria Waller|Nicole Thomas|Melissa Ortiz	GTXVM8335715	33576	85806798925.0
dJwThOcrliuwDVrcblQncJVakkkAMz	lot think town recent	Elizabeth Snyder|Ronald Martin|Mary Riggs|David Santos|Scott Martinez	CGVZM8583346	325587	655354638.0
IsXdajjPYdnEiowOYXtIjnVwPiWuTC	cultural growth fine	Kristy Melendez|Dr. Monique Luna|Christine Glenn	SMENQ8617697	241878	63240583.8601
LPCSCyrUlrgUTRQfMCbjCbvqToRMQR	build bad	Cathy Johns	METDW5573083	757030	61267738669.921
HcRVOuxIQcyihyfuCUAPlUucImQASj	challenge eight central	Tracey Johnson	LSTTX6995670	146280	4488403.4392725
rHcgQdvKXRGBMaleYyPbmjLRnEBxZG	product study market	Miranda Hopkins|Priscilla Fischer	KGCTK6424761	721698	53.312853
oSLSOsvEUOuomjFdgvFCQgUSMZYFXi	lose however else	Robert Evans	MLTTQ2810589	288826	768.1045
zWQWQRowcnancDLVhbcBGpgsNpKEhq		Angela Wells|Daniel Frank	BFRPW7025507	556134	7493625733432.25
KzCQFVAUCCmrqwPMTDCsmcnciPYQrI	purpose should	Kelly Jennings|Gloria Russo|Andrew Porter	BDTMW9149679	519926	62215602724096.5
wlCActnkxofXhchBUGpslAwSmtZZeg	manager modern	Keith Macdonald		842752	226840918.1
DNDccTkZCTkYnGBNDuRiQLEnJiFVQq	case involve	Ashley Ramirez	NAQUL4023612	445554	947415586.75336
DsRHPqzUxWIPZotScVFvZFWeIZrAAN	say north	Emily Oneal|Andrea Martin|Jennifer Tran|Tyrone Martinez	KNGRV5088320	420369	519011012505481.0
mjgdcldsDIIbRLoaSlKoivvVrWeYmz	list school talk rest	Benjamin Rivera|Shawn Mcclain	BNPTR3784576	806610	6178908043.9547
ZlTNvyjOlEOlgaoHhPdgdeNcUzsIqd	change believe	Mercedes Hill|Mary Walker|Roberto Gonzales|Joseph Torres|John Baxter	AZHNR8581237	737175	581.434
bYyRArXStXWxlzhBzBBvKptgUAnZoO	accept others	Jeffery Torres|Edward Burton|Jeffery Simon|Nancy Chambers|Anthony Carter	UYPQI6011845	365768	9484983.47695
ZaYwjjpgqXWJKsiizJKgkddWTFtRID	return son	John Santos|Yolanda Jimenez|David Evans|Clayton Mays|Sandra Green	ITIQO0884389	532191	393750261459.8
mSjESrggpEEcFgNWSmRWfPvKxUEMDB	fly huge	Michelle Jenkins|Jasmine Hill|Kristina Mitchell	SCJRZ2564052	256890	654546482.81621
egMHXjBJfuPoxoLpQiAAnNExUMLkLu	my participant hope	Kyle Thomas|Scott Gray|Mrs. Andrea Petersen|Anna Coleman|Dean Smith	TRUOK0044705	974259	2938430100.1699
aBTfBjrUvGoqCqNzUFEwMCVpatifFE	bill range responsibility	Rebecca Smith|Wanda Santos|Shannon Stevens|Lori Harrell	BEJVT2361930	891171	130278687718430.0
cpnEFIdomeZzsSbUMwspswunBPCwjd	care inside whose left	Rodney Wilcox|Sandy Ray|Michael Yates	IRKWI8342941	589244	829.4
apehWIXgxNoOWhCtxEggpnKvFTQvJP	question minute keep	Troy Reid	MRYHM7310397	130922	1.20941
ijtSzvaGTUldcaoWslKOfTeCNLamRg	traditional whether	Samuel Ross|Christopher Hall|Daniel Poole|Jacqueline Camacho|Peter Peterson	MXBVJ6492149	286461	6048127.661971
pyUsBrOlGcVWbjYNkYpfySjtBHeGbz		Morgan Carr|Susan Anthony	ARCJR8346751	461133	363838599.9
iDzPXWvEVTRKbUjkpDlPSGKWcpxSOK	either improve	Donna Murphy	SZREJ9418708	800605	9122675795.8
HkXimSwZsAwvQDdMfUqUbvMfxkIaOY	company down beyond suggest	Kevin Herrera|Sarah Flores|Carlos Arias	KMSDE7288536	541551	494942378764775.0
HuHtXYjvczninSGsrKbpsTlVVfWrYO	word garden authority which	Brian Kirk|Andrew Mcdowell|Ronald Young|Ronald Ball	CNRPU5860149	548172	58.3792
GcipxVwFoBwNdahvcNgyocvVUyKYnv		Alec Reynolds	SRUOE8144015	18524	34.788845895447
HisZPyPDoXcqsDJFZpsjPKOJAKevTm	sound shoulder	Cody Wilson|Alexander Ferguson|James Smith	FMXBG6126745	203652	578659.92
otZbDOPkTHUtCrLYwbnxBmPBZqPsxj		Gordon Evans|Logan Payne|Christopher Jennings	GWYPO6483777	87787	60.9008447
WAaEQAmygOrsRjNDFFpwYuGEKNrDWr	life real heart	Christopher Harrison|Derek Arnold|Katherine Booth|Jose Cruz	SLVRX5050639	444360	19331.4884
FXflNdPhtENesqjiqLMKvNgtfbxYOP	particularly song		ETRGJ3396292	935034	984.46146
eYFFpaLtXPnBCPnvrbUtQbejMIASTq	town human fire	Randall Walker|Melissa Thompson|Angela Lynch	LYMZM1852426	471860	6463514317115.0
XQWVtzGuUkTFEbuIngdMFOzltxSlTp	or expert	Aaron Bell|Kevin Vazquez|Jacob Perry|Connor Santos	CMJAN7354509	851152	785096738650.28
BCuOBKiFceoGLyFELFzTyXiVznLUNt		Bob Reilly|Richard Lee	LUCVB5143632	338008	194003513911958.0
zmiVJZaNVqYUufuAnjbzSENwGHVHYp	hard notice nature	Maria Charles	BTBZK5879772	929115	391.11775
pGAVwyqFArYkVnaEALeDPrtlMPqICW	keep range term	Jennifer Joseph|Tracy Chavez|Veronica Richardson	SEWQC7678174	381186	3882634424068.77
rkVtmIriAanhfjxuAXtTwpWifmIaTZ	set kind	Brittney Hutchinson|Krystal Woodward|Rita Mays|Gary Graham	NEEWM4077596	345584	674861590498.7
kPmejcCnhCaxeNKiCfhixLygvymrxo	popular past success	Ashley Foster|Lauren Holmes|Dennis Watkins|Teresa Trevino|Maria Williamson	TJCGL2625939	128132	65654713270.596
XKzDdEUtpJYrXcomGKfmSGRmdtIPZf	cover when school	Hannah Vincent|Veronica Patterson|Rachael Miller|Jack Miller|Joseph Newman	ARTTQ9441259	994891	6765486101.62
bExQSFkdUEjfxDrxOdATxtIMyUMkoX	all old international	Ashley Arnold|Cheryl Baker|Rodney Curtis|Rodney Mann	LRDMQ3207157	468009	65333268875171.8
KzHddCDCunedsTjRArBPVNKfVltycC	to pick especially coach	Barbara Stone|Clayton Black|Cesar Terry|Shelly Flores|Kristin Johnson MD	BGOOJ9682554	571769	115440262.498014
SeOGNPhSrQzTrymIBqixVCbsZDtdyp	style stock side fall	Holly Butler|Crystal Jones	EGKPE3559390	748690	71312852005342.0
MifoCFQESTIurdyyeJzRpKnGzbxmBU	training expect		CLGUE4219930	68290	27653917794.4
hjntthjDKvPVgYysksciVNjtMuOyoA	actually information child week	Anthony Ross	KRNUT0897215	366159	
BygXbkcMmZAqGSpqIKttNcMGSVIxvN	head miss whether deep	Beverly Mcdowell|Charles Jones|Vanessa Stafford|Tammy Green	GDFRI5839685	732115	208.0
QvWgvDJVWMvdlgdmMbfLJasvezmTMt	country realize home	Eric Santiago|Bradley Green|Brett Henry|Alexandra Martin|Lisa Richardson	KWKMU8233583	419167	5819370743977.5
oRMjUqhGJSAecZClbJQZhyDQqeJRjw	trial generation late many	Michael Anderson|Angela Nelson|Robert Anderson	TGITY9129556	814515	956453606852.8
LHUFpXhsbfPJNmqDuCHAQqjQFtjiOu	Republican such	Tara Perry|Abigail Hansen|Alexis James|Robert Moore|Paul Werner	NZDAL0471299	560851	39299537.0
gqXVlMmkTONLBFecTiqcXbbguyfdgm	reflect child	Matthew Miller|John Chavez|Tony Holder	LYZBH8798335	559337	606.4
RUEOOvwQFmJzHNPmbaboaGTUUDPyYw	future may		BJVSG2111446	616859	6079485229.9
